Active season,Player,Team,Conference,Date,Position,Height,Weight,Age,Draft Year,Seasons in league,Season,Season short,Real_value
0,James Harden,Houston Rockets,West,"Mar 27, 2017",SG,6-5,220,27,2009,7,2016-2017,2017,0.5
0,Hassan Whiteside,Miami Heat,East,"Mar 20, 2017",C,7-0,265,27,2010,4,2016-2017,2017,0.5
0,Damian Lillard,Portland Trail Blazers,West,"Mar 20, 2017",G,6-3,195,26,2012,4,2016-2017,2017,0.5
0,John Wall,Washington Wizards,East,"Mar 13, 2017",PG,6-4,210,26,2010,6,2016-2017,2017,0.5
0,Karl-Anthony Towns,Minnesota Timberwolves,West,"Mar 13, 2017",C,7-0,244,21,2015,1,2016-2017,2017,0.5
0,Kemba Walker,Charlotte Hornets,East,"Mar 6, 2017",G,6-1,184,26,2011,5,2016-2017,2017,0.5
0,Kawhi Leonard,San Antonio Spurs,West,"Mar 6, 2017",F,6-7,230,25,2011,5,2016-2017,2017,0.5
0,LeBron James,Cleveland Cavaliers,East,"Feb 13, 2017",F,6-8,250,32,2003,13,2016-2017,2017,0.5
0,Blake Griffin,Los Angeles Clippers,West,"Feb 13, 2017",PF,6-10,250,27,2009,7,2016-2017,2017,0.5
0,Isaiah Thomas,Boston Celtics,East,"Feb 6, 2017",PG,5-9,185,28,2011,5,2016-2017,2017,0.5
0,Stephen Curry,Golden State Warriors,West,"Feb 6, 2017",G,6-3,190,28,2009,7,2016-2017,2017,0.5
0,Dion Waiters,Miami Heat,East,"Jan 30, 2017",SG,6-4,215,25,2012,4,2016-2017,2017,0.5
0,DeMarcus Cousins,Sacramento Kings,West,"Jan 30, 2017",C,6-11,270,26,2010,6,2016-2017,2017,0.5
0,Joel Embiid,Philadelphia Sixers,East,"Jan 23, 2017",C,7-0,260,22,2014,2,2016-2017,2017,0.5
0,Kawhi Leonard,San Antonio Spurs,West,"Jan 23, 2017",F,6-7,230,25,2011,5,2016-2017,2017,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Jan 16, 2017",GF,6-7,220,27,2009,7,2016-2017,2017,0.5
0,Gordon Hayward,Utah Jazz,West,"Jan 16, 2017",GF,6-8,225,26,2010,6,2016-2017,2017,0.5
0,Jimmy Butler,Chicago Bulls,East,"Jan 9, 2017",GF,6-8,236,27,2011,5,2016-2017,2017,0.5
0,Stephen Curry,Golden State Warriors,West,"Jan 9, 2017",G,6-3,190,28,2009,7,2016-2017,2017,0.5
0,John Wall,Washington Wizards,East,"Jan 2, 2017",PG,6-4,210,26,2010,6,2016-2017,2017,0.5
0,James Harden,Houston Rockets,West,"Jan 2, 2017",SG,6-5,220,27,2009,7,2016-2017,2017,0.5
0,Isaiah Thomas,Boston Celtics,East,"Dec 26, 2016",PG,5-9,185,28,2011,5,2016-2017,2017,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 26, 2016",G,6-3,200,28,2008,8,2016-2017,2017,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Dec 19, 2016",GF,6-7,220,27,2009,7,2016-2017,2017,0.5
0,James Harden,Houston Rockets,West,"Dec 19, 2016",SG,6-5,220,27,2009,7,2016-2017,2017,0.5
0,LeBron James,Cleveland Cavaliers,East,"Dec 12, 2016",F,6-8,250,32,2003,13,2016-2017,2017,0.5
0,Marc Gasol,Memphis Grizzlies,West,"Dec 12, 2016",C,7-1,255,32,2007,8,2016-2017,2017,0.5
0,Giannis Antetokounmpo,Milwaukee Bucks,East,"Dec 5, 2016",F,6-11,242,22,2013,3,2016-2017,2017,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 5, 2016",G,6-3,200,28,2008,8,2016-2017,2017,0.5
0,Kevin Love,Cleveland Cavaliers,East,"Nov 28, 2016",FC,6-10,251,28,2008,8,2016-2017,2017,0.5
0,Kevin Durant,Golden State Warriors,West,"Nov 28, 2016",SF,6-9,240,28,2007,9,2016-2017,2017,0.5
0,Jimmy Butler,Chicago Bulls,East,"Nov 21, 2016",GF,6-8,236,27,2011,5,2016-2017,2017,0.5
0,Anthony Davis,New Orleans Pelicans,West,"Nov 21, 2016",PF,6-10,253,23,2012,4,2016-2017,2017,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Nov 14, 2016",GF,6-7,220,27,2009,7,2016-2017,2017,0.5
0,James Harden,Houston Rockets,West,"Nov 14, 2016",SG,6-5,220,27,2009,7,2016-2017,2017,0.5
0,LeBron James,Cleveland Cavaliers,East,"Nov 7, 2016",F,6-8,250,32,2003,13,2016-2017,2017,0.5
0,George Hill,Utah Jazz,West,"Nov 7, 2016",G,6-3,188,30,2008,8,2016-2017,2017,0.5
0,LeBron James,Cleveland Cavaliers,East,"Oct 31, 2016",F,6-8,250,32,2003,13,2016-2017,2017,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Oct 31, 2016",G,6-3,200,28,2008,8,2016-2017,2017,0.5
0,Ben Simmons,Philadelphia Sixers,East,"Apr 9, 2018",PF,6-10,230,21,2016,1,2017-2018,2018,0.5
0,Nikola Jokic,Denver Nuggets,West,"Apr 9, 2018",C,7-0,250,23,2014,2,2017-2018,2018,0.5
0,Victor Oladipo,Indiana Pacers,East,"Apr 2, 2018",G,6-4,210,25,2013,4,2017-2018,2018,0.5
0,Damian Lillard,Portland Trail Blazers,West,"Apr 2, 2018",G,6-3,195,27,2012,5,2017-2018,2018,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 26, 2018",F,6-8,250,33,2003,14,2017-2018,2018,0.5
0,LaMarcus Aldridge,San Antonio Spurs,West,"Mar 26, 2018",FC,6-11,260,32,2006,11,2017-2018,2018,0.5
0,LeBron James,Cleveland Cavaliers,East,"Mar 19, 2018",F,6-8,250,33,2003,14,2017-2018,2018,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Mar 19, 2018",G,6-3,200,29,2008,9,2017-2018,2018,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Mar 12, 2018",GF,6-7,220,28,2009,8,2017-2018,2018,0.5
0,Damian Lillard,Portland Trail Blazers,West,"Mar 12, 2018",G,6-3,195,27,2012,5,2017-2018,2018,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Mar 5, 2018",GF,6-7,220,28,2009,8,2017-2018,2018,0.5
0,Anthony Davis,New Orleans Pelicans,West,"Mar 5, 2018",PF,6-10,253,24,2012,5,2017-2018,2018,0.5
0,Joel Embiid,Philadelphia Sixers,East,"Feb 12, 2018",C,7-0,260,23,2014,3,2017-2018,2018,0.5
0,James Harden,Houston Rockets,West,"Feb 12, 2018",SG,6-5,220,28,2009,8,2017-2018,2018,0.5
0,Andre Drummond,Detroit Pistons,East,"Feb 5, 2018",C,6-11,279,24,2012,5,2017-2018,2018,0.5
0,James Harden,Houston Rockets,West,"Feb 5, 2018",SG,6-5,220,28,2009,8,2017-2018,2018,0.5
0,Khris Middleton,Milwaukee Bucks,East,"Jan 29, 2018",SF,6-8,222,26,2012,5,2017-2018,2018,0.5
0,Stephen Curry,Golden State Warriors,West,"Jan 29, 2018",G,6-3,190,29,2009,8,2017-2018,2018,0.5
0,Joel Embiid,Philadelphia Sixers,East,"Jan 22, 2018",C,7-0,260,23,2014,3,2017-2018,2018,0.5
0,Damian Lillard,Portland Trail Blazers,West,"Jan 22, 2018",G,6-3,195,27,2012,5,2017-2018,2018,0.5
0,Goran Dragic,Miami Heat,East,"Jan 15, 2018",G,6-3,190,31,2008,9,2017-2018,2018,0.5
0,Lou Williams,Los Angeles Clippers,West,"Jan 15, 2018",G,6-1,175,31,2005,12,2017-2018,2018,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Jan 8, 2018",GF,6-7,220,28,2009,8,2017-2018,2018,0.5
0,Stephen Curry,Golden State Warriors,West,"Jan 8, 2018",G,6-3,190,29,2009,8,2017-2018,2018,0.5
0,Bradley Beal,Washington Wizards,East,"Jan 2, 2018",SG,6-5,207,24,2012,5,2017-2018,2018,0.5
0,Lou Williams,Los Angeles Clippers,West,"Jan 2, 2018",G,6-1,175,31,2005,12,2017-2018,2018,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Dec 26, 2017",GF,6-7,220,28,2009,8,2017-2018,2018,0.5
0,Russell Westbrook,Oklahoma City Thunder,West,"Dec 26, 2017",G,6-3,200,29,2008,9,2017-2018,2018,0.5
0,LeBron James,Cleveland Cavaliers,East,"Dec 18, 2017",F,6-8,250,33,2003,14,2017-2018,2018,0.5
0,Chris Paul,Houston Rockets,West,"Dec 18, 2017",PG,6-0,175,32,2005,12,2017-2018,2018,0.5
0,Victor Oladipo,Indiana Pacers,East,"Dec 11, 2017",G,6-4,210,25,2013,4,2017-2018,2018,0.5
0,Kevin Durant,Golden State Warriors,West,"Dec 11, 2017",SF,6-9,240,29,2007,10,2017-2018,2018,0.5
0,LeBron James,Cleveland Cavaliers,East,"Dec 4, 2017",F,6-8,250,33,2003,14,2017-2018,2018,0.5
0,James Harden,Houston Rockets,West,"Dec 4, 2017",SG,6-5,220,28,2009,8,2017-2018,2018,0.5
0,Goran Dragic,Miami Heat,East,"Nov 27, 2017",G,6-3,190,31,2008,9,2017-2018,2018,0.5
0,Anthony Davis,New Orleans Pelicans,West,"Nov 27, 2017",PF,6-10,253,24,2012,5,2017-2018,2018,0.5
0,DeMar DeRozan,Toronto Raptors,East,"Nov 20, 2017",GF,6-7,220,28,2009,8,2017-2018,2018,0.5
0,Karl-Anthony Towns,Minnesota Timberwolves,West,"Nov 20, 2017",C,7-0,244,22,2015,2,2017-2018,2018,0.5
0,Tobias Harris,Detroit Pistons,East,"Nov 13, 2017",F,6-9,235,25,2011,6,2017-2018,2018,0.5
0,Nikola Jokic,Denver Nuggets,West,"Nov 13, 2017",C,7-0,250,23,2014,2,2017-2018,2018,0.5
0,Kristaps Porzingis,New York Knicks,East,"Nov 6, 2017",FC,7-3,240,22,2015,2,2017-2018,2018,0.5
0,James Harden,Houston Rockets,West,"Nov 6, 2017",SG,6-5,220,28,2009,8,2017-2018,2018,0.5
0,Victor Oladipo,Indiana Pacers,East,"Oct 30, 2017",G,6-4,210,25,2013,4,2017-2018,2018,0.5
0,DeMarcus Cousins,New Orleans Pelicans,West,"Oct 30, 2017",C,6-11,270,27,2010,7,2017-2018,2018,0.5
0,Giannis Antetokounmpo,Milwaukee Bucks,East,"Oct 23, 2017",F,6-11,242,23,2013,4,2017-2018,2018,0.5
0,James Harden,Houston Rockets,West,"Oct 23, 2017",SG,6-5,220,28,2009,8,2017-2018,2018,0.5
1,Nikola Vucevic,Orlando Magic,East,"Nov 19, 2018",PF,7-0,260,28,2011,7,2018-2019,2019,0.5
1,Anthony Davis,New Orleans Pelicans,West,"Nov 19, 2018",PF,6-10,253,25,2012,6,2018-2019,2019,0.5
1,Pascal Siakam,Toronto Raptors,East,"Nov 12, 2018",F,6-9,230,25,2016,2,2018-2019,2019,0.5
1,C.J. McCollum,Portland Trail Blazers,West,"Nov 12, 2018",G,6-3,190,27,2013,5,2018-2019,2019,0.5
1,Victor Oladipo,Indiana Pacers,East,"Nov 5, 2018",G,6-4,210,26,2013,5,2018-2019,2019,0.5
1,Russell Westbrook,Oklahoma City Thunder,West,"Nov 5, 2018",G,6-3,200,30,2008,10,2018-2019,2019,0.5
1,Giannis Antetokounmpo,Milwaukee Bucks,East,"Oct 29, 2018",F,6-11,242,24,2013,5,2018-2019,2019,0.5
1,Stephen Curry,Golden State Warriors,West,"Oct 29, 2018",G,6-3,190,30,2009,9,2018-2019,2019,0.5
1,Kemba Walker,Charlotte Hornets,East,"Oct 22, 2018",G,6-1,184,28,2011,7,2018-2019,2019,0.5
1,Nikola Jokic,Denver Nuggets,West,"Oct 22, 2018",C,7-0,250,24,2014,3,2018-2019,2019,0.5
